Date;Ball1;Ball2;Ball3;Ball4;Ball5;Powerball
1/2/2017;9;43;57;60;64;10
4/2/2017;6;13;16;17;52;25
8/2/2017;14;20;42;49;66;5
11/2/2017;5;9;17;37;64;2
15/2/2017;5;28;33;38;42;19
18/2/2017;3;7;9;31;33;20
22/2/2017;10;13;28;52;61;2
25/2/2017;6;32;47;62;65;19
1/3/2017;10;16;40;52;55;17
4/3/2017;2;18;19;22;63;19
8/3/2017;23;33;42;46;59;4
11/3/2017;1;26;41;50;57;11
15/3/2017;16;30;41;48;53;16
18/3/2017;13;25;44;54;67;5
22/3/2017;2;9;27;29;42;9
25/3/2017;18;31;32;45;48;16
29/3/2017;8;15;31;36;62;11
1/4/2017;9;32;36;44;65;1
5/4/2017;8;20;46;53;54;13
8/4/2017;23;36;51;53;60;15
12/4/2017;8;14;61;63;68;24
15/4/2017;5;22;26;45;61;13
19/4/2017;1;19;37;40;52;15
22/4/2017;21;39;41;48;63;6
26/4/2017;1;15;18;26;51;26
29/4/2017;22;23;24;45;62;5
3/5/2017;17;18;49;59;66;9
6/5/2017;11;21;31;41;59;21
10/5/2017;29;31;46;56;62;8
13/5/2017;17;20;32;63;68;19
17/5/2017;4;11;39;45;48;9
20/5/2017;5;22;45;47;54;3
24/5/2017;28;32;33;38;62;15
27/5/2017;5;10;28;55;67;9
31/5/2017;4;33;39;46;60;6
3/6/2017;3;9;21;41;54;25
7/6/2017;5;21;57;66;69;13
14/6/2017;5;22;43;57;63;24
17/6/2017;10;13;32;53;62;21
21/6/2017;14;46;61;65;68;13
24/6/2017;10;22;32;36;58;10
28/6/2017;29;37;46;53;68;8
1/7/2017;19;42;45;48;53;16
5/7/2017;4;9;16;54;68;21
8/7/2017;8;10;29;40;59;26
12/7/2017;1;2;18;23;61;9
15/7/2017;9;40;63;64;66;17
19/7/2017;50;51;59;61;63;4
22/7/2017;5;32;44;53;60;9
26/7/2017;7;19;21;42;69;12
29/7/2017;1;28;40;45;48;12
2/8/2017;1;16;54;63;69;18
5/8/2017;11;21;28;33;45;11
9/8/2017;12;30;36;47;62;9
12/8/2017;20;24;26;35;49;19
16/8/2017;9;15;43;60;64;4
19/8/2017;17;19;39;43;68;13
23/8/2017;6;7;16;23;26;4
26/8/2017;7;15;32;38;66;15
30/8/2017;19;28;43;67;69;7
2/9/2017;6;21;41;52;62;26
6/9/2017;8;14;32;58;67;17
9/9/2017;6;20;29;57;59;22
13/9/2017;17;24;35;57;63;19
16/9/2017;17;18;24;25;31;24
20/9/2017;39;48;53;67;68;26
23/9/2017;24;45;55;56;57;19
27/9/2017;8;10;21;23;25;22
30/9/2017;8;12;25;41;64;15
4/10/2017;22;23;62;63;66;24
7/10/2017;10;49;61;63;65;7
11/10/2017;1;3;13;19;69;23
14/10/2017;32;37;56;66;69;11
18/10/2017;30;49;54;66;69;8
21/10/2017;14;41;42;45;69;4
25/10/2017;18;22;29;54;57;8
28/10/2017;27;35;38;57;66;10
1/11/2017;3;6;19;26;44;1
4/11/2017;12;14;26;48;51;13
8/11/2017;12;14;20;21;34;22
11/11/2017;4;6;16;30;56;18
15/11/2017;23;32;44;48;50;25
18/11/2017;17;28;31;32;39;26
22/11/2017;35;37;46;51;61;13
25/11/2017;8;13;27;53;54;4
29/11/2017;24;26;28;59;63;16
2/12/2017;28;30;32;36;58;6
6/12/2017;19;20;50;55;62;9
9/12/2017;25;36;37;55;60;6
13/12/2017;2;24;28;51;58;7
16/12/2017;9;35;37;50;63;11
20/12/2017;1;20;61;64;69;20
23/12/2017;1;3;13;15;44;25
27/12/2017;3;9;16;56;60;3
30/12/2017;28;36;41;51;58;24
3/1/2018;2;18;37;39;42;12
6/1/2018;12;61;30;29;33;26
10/1/2018;7;24;33;49;50;4
13/1/2018;14;25;35;58;69;24
17/1/2018;3;33;37;51;57;21
20/1/2018;26;28;47;49;58;3
24/1/2018;5;9;11;33;64;21
27/1/2018;17;21;26;47;54;7
31/1/2018;4;7;14;46;59;22
3/2/2018;15;23;27;48;53;6
7/2/2018;23;34;35;40;47;10
10/2/2018;1;13;27;41;59;20
14/2/2018;37;39;44;46;69;26
17/2/2018;13;26;39;44;62;2
21/2/2018;7;15;31;34;36;8
24/2/2018;24;25;38;62;63;6
28/2/2018;12;30;59;65;69;16
3/3/2018;13;17;25;36;40;5
7/3/2018;6;13;19;36;51;18
10/3/2018;43;44;54;61;69;22
14/3/2018;6;12;24;41;68;9
17/3/2018;22;57;59;60;66;7
21/3/2018;3;4;18;29;61;25
24/3/2018;10;33;45;53;56;24
28/3/2018;6;8;26;52;53;21
31/3/2018;8;24;52;55;61;21
4/4/2018;8;24;42;54;64;24
7/4/2018;2;17;20;38;39;20
11/4/2018;16;18;27;55;67;18
14/4/2018;17;19;26;61;62;15
18/4/2018;9;10;12;17;23;9
21/4/2018;40;50;54;62;69;19
25/4/2018;17;18;39;56;64;12
28/4/2018;20;22;28;45;50;8
2/5/2018;5;14;31;40;50;6
5/5/2018;14;29;36;57;61;17
9/5/2018;11;16;38;50;69;19
12/5/2018;22;42;45;55;56;14
16/5/2018;17;19;21;22;51;19
19/5/2018;3;6;9;17;56;25
23/5/2018;20;54;56;61;64;7
26/5/2018;1;21;31;45;49;21
30/5/2018;17;23;26;46;68;20
2/6/2018;23;25;37;44;64;7
6/6/2018;23;28;41;53;56;14
9/6/2018;6;10;15;25;36;14
13/6/2018;13;20;38;45;55;1
16/6/2018;9;45;57;58;65;9
20/6/2018;4;14;23;27;56;13
23/6/2018;16;29;43;45;56;25
27/6/2018;7;28;37;62;63;15
30/6/2018;3;9;20;42;61;24
4/7/2018;4;7;15;41;44;10
7/7/2018;1;10;43;45;64;22
11/7/2018;19;21;27;46;47;7
14/7/2018;22;41;42;49;67;11
18/7/2018;1;10;27;28;36;12
21/7/2018;9;23;56;58;68;1
25/7/2018;2;18;41;44;64;26
28/7/2018;22;27;46;56;65;13
1/8/2018;5;22;32;38;58;26
4/8/2018;3;11;38;44;58;2
8/8/2018;10;21;30;43;63;17
11/8/2018;5;43;56;62;68;24
15/8/2018;12;15;28;47;48;16
18/8/2018;24;34;52;61;67;16
22/8/2018;1;7;45;47;69;13
25/8/2018;20;25;54;57;63;8
29/8/2018;25;41;53;57;67;12
1/9/2018;11;54;55;61;66;9
5/9/2018;6;15;50;59;60;13
8/9/2018;3;13;20;32;33;21
12/9/2018;6;28;48;63;64;24
15/9/2018;2;18;19;24;34;3
19/9/2018;4;39;48;50;51;11
22/9/2018;24;61;63;64;69;18
26/9/2018;1;2;7;30;50;8
29/9/2018;9;17;34;59;64;22
3/10/2018;41;53;59;63;66;3
6/10/2018;1;22;27;53;67;15
10/10/2018;8;23;27;42;60;7
13/10/2018;11;14;32;43;65;15
17/10/2018;3;57;64;68;69;15
20/10/2018;16;54;57;62;69;23
24/10/2018;3;21;45;53;56;22
27/10/2018;8;12;13;19;27;4
31/10/2018;7;25;39;40;47;20
3/11/2018;15;21;24;32;65;11
7/11/2018;26;28;34;42;50;25
10/11/2018;5;29;34;53;57;24
14/11/2018;7;42;49;62;69;23
17/11/2018;6;8;20;52;68;5
21/11/2018;7;14;23;38;55;18
24/11/2018;11;33;51;56;58;18
28/11/2018;4;19;59;68;69;21
1/12/2018;10;11;47;55;58;26
5/12/2018;9;11;36;37;38;11
8/12/2018;14;32;34;46;61;10
12/12/2018;4;9;21;29;64;26
15/12/2018;8;38;43;52;55;17
19/12/2018;15;29;31;37;43;16
22/12/2018;21;28;30;40;59;26
26/12/2018;5;25;38;52;67;24
29/12/2018;12;42;51;53;62;25
2/1/2019;8;12;42;46;56;12
5/1/2019;3;7;15;27;69;19
9/1/2019;6;19;37;49;59;22
12/1/2019;7;36;48;57;58;24
16/1/2019;14;29;31;56;61;1
19/1/2019;5;8;41;65;66;20
23/1/2019;23;25;47;48;50;24
26/1/2019;8;12;20;21;32;10
30/1/2019;2;12;16;29;54;6
2/2/2019;10;17;18;43;65;13
6/2/2019;5;13;28;38;63;21
9/2/2019;1;2;3;7;39;25
13/2/2019;2;8;14;24;69;26
16/2/2019;29;30;41;48;64;1
20/2/2019;27;49;50;51;52;2
23/2/2019;4;6;14;20;32;13
27/2/2019;21;31;42;49;59;23
2/3/2019;1;19;25;27;68;21
6/3/2019;6;10;21;35;46;23
9/3/2019;5;6;45;55;59;14
13/3/2019;18;36;45;47;69;14
16/3/2019;30;34;39;53;67;11
20/3/2019;10;14;50;53;63;21
23/3/2019;24;25;52;60;66;5
27/3/2019;16;20;37;44;62;12
30/3/2019;21;52;54;64;68;4
3/4/2019;16;19;25;32;49;18
6/4/2019;15;33;43;59;60;8
10/4/2019;12;21;23;39;67;6
13/4/2019;4;17;26;32;49;10
17/4/2019;1;15;17;46;66;15
20/4/2019;3;27;30;63;65;1
24/4/2019;6;32;35;36;65;4
27/4/2019;2;29;41;45;62;6
1/5/2019;5;23;28;56;66;17
4/5/2019;6;16;23;30;61;2
8/5/2019;1;45;53;64;66;3
11/5/2019;6;8;9;37;40;26
15/5/2019;7;17;33;61;68;4
18/5/2019;2;10;25;66;67;26
22/5/2019;7;10;20;44;57;3
25/5/2019;1;2;39;43;66;2
29/5/2019;3;32;34;42;61;7
1/6/2019;6;15;34;45;52;8
5/6/2019;17;23;28;34;38;8
8/6/2019;9;13;42;48;60;18
12/6/2019;5;35;38;42;57;13
15/6/2019;8;11;14;16;49;14
19/6/2019;4;18;21;26;38;1
22/6/2019;3;6;11;14;66;21
26/6/2019;1;5;16;22;54;24
29/6/2019;13;17;24;59;62;8
3/7/2019;40;43;45;50;61;25
6/7/2019;4;8;23;46;65;1
10/7/2019;7;9;26;44;68;3
13/7/2019;13;23;32;35;68;21
17/7/2019;19;43;47;60;68;10
20/7/2019;5;26;36;64;69;19
24/7/2019;22;29;35;53;56;13
27/7/2019;1;19;31;48;61;6
31/7/2019;14;37;47;55;67;6
3/8/2019;3;6;45;66;68;13
7/8/2019;8;32;47;53;59;3
10/8/2019;35;41;44;58;59;3
14/8/2019;10;13;30;51;69;10
17/8/2019;18;21;24;30;60;20
21/8/2019;12;21;22;29;32;21
24/8/2019;5;12;20;21;47;1
28/8/2019;9;32;37;41;56;14
31/8/2019;14;41;50;56;57;18
4/9/2019;4;8;30;52;59;2
7/9/2019;11;20;41;42;56;6
11/9/2019;6;17;24;53;57;3
14/9/2019;11;27;31;36;67;11
18/9/2019;14;19;39;47;51;15
21/9/2019;1;9;22;36;68;22
25/9/2019;37;43;44;45;53;25
28/9/2019;15;23;34;51;55;4
2/10/2019;4;8;10;43;53;7
5/10/2019;6;14;36;51;54;4
9/10/2019;5;18;33;43;65;2
12/10/2019;12;29;34;53;65;23
16/10/2019;1;5;25;63;67;3
19/10/2019;14;27;29;59;65;12
23/10/2019;5;12;50;61;69;23
26/10/2019;3;20;48;54;59;4
30/10/2019;19;22;52;56;67;21
2/11/2019;3;23;32;37;58;22
6/11/2019;15;28;46;62;64;17
9/11/2019;14;17;35;38;60;25
13/11/2019;23;26;27;28;66;11
16/11/2019;14;22;26;55;63;26
20/11/2019;7;15;39;40;57;12
23/11/2019;28;35;38;61;66;23
27/11/2019;15;26;37;53;55;21
30/11/2019;15;35;42;63;68;18
4/12/2019;8;27;44;51;61;14
7/12/2019;18;42;53;62;66;25
11/12/2019;24;29;42;44;63;10
14/12/2019;3;6;12;32;64;19
18/12/2019;14;18;26;39;68;9
21/12/2019;19;31;35;50;67;14
25/12/2019;2;4;16;30;46;20
28/12/2019;20;23;39;59;60;18
1/1/2020;49;53;57;59;62;26
4/1/2020;1;11;21;25;54;7
8/1/2020;2;4;7;43;56;22
11/1/2020;3;21;23;31;59;3
15/1/2020;39;41;53;55;68;19
18/1/2020;20;24;38;56;68;18
22/1/2020;11;33;44;59;67;8
25/1/2020;2;9;17;36;67;18
29/1/2020;9;12;15;31;60;2
1/2/2020;12;33;54;57;60;13
5/2/2020;23;30;35;41;57;2
8/2/2020;35;49;50;59;66;6
12/2/2020;14;47;54;55;68;25
15/2/2020;16;32;35;36;46;3
19/2/2020;10;12;15;19;56;19
22/2/2020;25;37;39;61;62;11
26/2/2020;8;27;29;36;47;24
29/2/2020;24;44;46;50;51;13
4/3/2020;18;43;58;60;68;14
7/3/2020;7;15;21;33;62;23
11/3/2020;4;29;49;50;67;2
14/3/2020;9;23;26;30;32;8
18/3/2020;15;27;44;59;63;8
21/3/2020;2;23;40;59;69;13
25/3/2020;5;9;27;39;42;16
28/3/2020;7;40;48;55;66;11
1/4/2020;33;35;45;48;60;16
4/4/2020;8;31;39;40;43;4
8/4/2020;2;37;39;48;54;5
11/4/2020;22;29;30;42;47;17
15/4/2020;10;12;33;36;41;2
18/4/2020;4;44;46;56;63;19
22/4/2020;1;33;35;40;69;24
25/4/2020;1;3;21;47;57;18
29/4/2020;2;20;49;61;67;20
2/5/2020;13;16;33;58;68;24
6/5/2020;7;8;35;50;65;20
9/5/2020;12;18;42;48;65;19
13/5/2020;39;53;54;56;57;20
16/5/2020;8;12;26;39;42;11
20/5/2020;18;34;40;42;50;9
23/5/2020;2;8;18;21;23;16
27/5/2020;38;58;59;64;68;21
30/5/2020;13;32;41;58;60;14
3/6/2020;1;3;26;41;64;17
6/6/2020;1;17;38;68;69;18
10/6/2020;10;33;41;52;54;18
13/6/2020;2;12;32;50;65;5
17/6/2020;7;10;63;64;68;10
20/6/2020;10;31;41;63;67;5
24/6/2020;15;22;27;33;46;23
27/6/2020;9;36;49;56;62;8
1/7/2020;15;28;52;53;63;18
4/7/2020;16;21;27;60;61;6
8/7/2020;3;10;34;36;62;5
11/7/2020;14;19;61;62;64;4
15/7/2020;27;47;61;62;69;4
18/7/2020;13;16;32;58;59;9
22/7/2020;16;25;36;44;55;14
25/7/2020;5;21;36;61;62;18
29/7/2020;7;29;35;40;45;26
1/8/2020;6;25;36;43;48;24
5/8/2020;7;14;17;57;65;24
8/8/2020;2;3;14;40;51;24
12/8/2020;2;6;18;36;37;21
15/8/2020;5;12;34;45;56;3
19/8/2020;13;23;47;55;58;23
22/8/2020;19;30;36;42;66;14
26/8/2020;8;12;19;47;58;2
29/8/2020;5;21;22;29;43;10
2/9/2020;1;4;11;20;69;18
5/9/2020;15;21;22;27;47;7
9/9/2020;27;52;55;60;64;21
12/9/2020;16;17;20;53;67;4
16/9/2020;10;17;31;51;53;1
19/9/2020;11;14;23;47;57;14
23/9/2020;8;17;49;52;59;1
30/9/2020;14;18;36;49;67;18
3/10/2020;18;31;36;43;47;20
7/10/2020;6;24;30;53;56;19
10/10/2020;5;18;23;40;50;18
14/10/2020;21;37;52;53;58;5
17/10/2020;6;10;31;37;44;23
21/10/2020;1;3;13;44;56;26
24/10/2020;18;20;27;45;65;6
28/10/2020;11;28;37;40;53;13
31/10/2020;2;6;40;42;55;24
4/11/2020;23;32;33;45;49;14
7/11/2020;14;16;37;48;58;18
11/11/2020;13;15;17;45;63;13
14/11/2020;7;15;18;32;45;20
18/11/2020;4;5;17;43;52;5
21/11/2020;51;54;57;60;69;11
25/11/2020;2;57;58;60;65;26
28/11/2020;8;12;18;44;51;18
2/12/2020;28;31;40;41;46;4
5/12/2020;3;4;6;48;53;10
9/12/2020;11;14;31;47;48;4
12/12/2020;17;54;56;63;69;20
16/12/2020;4;23;37;61;67;7
19/12/2020;27;32;34;43;52;13
23/12/2020;6;13;38;39;53;6
26/12/2020;10;24;27;35;53;18
30/12/2020;3;43;45;61;65;14
2/1/2021;3;4;11;41;67;5
6/1/2021;1;20;22;60;66;3
9/1/2021;14;26;38;45;46;13
13/1/2021;4;19;23;25;49;14
16/1/2021;14;20;39;65;67;2
20/1/2021;40;53;60;68;69;22
23/1/2021;5;8;17;27;28;14
27/1/2021;17;33;35;42;52;9
30/1/2021;1;2;7;52;61;4
3/2/2021;5;37;40;64;66;5
6/2/2021;1;16;48;49;65;8
10/2/2021;15;39;58;63;67;7
13/2/2021;20;28;33;63;68;20
17/2/2021;1;15;21;32;46;1
20/2/2021;4;8;22;32;58;4
24/2/2021;4;33;43;53;65;21
27/2/2021;2;28;31;44;52;18
3/3/2021;21;40;44;50;55;16
6/3/2021;11;31;50;52;58;18
10/3/2021;17;18;37;44;53;18
13/3/2021;5;11;51;56;61;2
17/3/2021;34;38;42;61;62;19
20/3/2021;1;6;22;42;61;4
24/3/2021;4;9;17;27;38;18
27/3/2021;6;14;38;39;65;6
31/3/2021;3;10;44;55;68;24
3/4/2021;1;12;17;39;53;5
7/4/2021;27;35;39;51;66;16
10/4/2021;14;16;23;50;53;3
14/4/2021;13;30;33;45;61;14
17/4/2021;10;21;26;41;49;25
21/4/2021;21;25;32;63;67;6
24/4/2021;22;36;48;59;61;22
1/5/2021;35;36;47;61;63;3
5/5/2021;16;23;28;40;63;1
8/5/2021;12;17;20;21;26;8
12/5/2021;1;19;20;38;54;17
15/5/2021;4;10;37;39;69;24
19/5/2021;11;13;55;56;69;4
22/5/2021;3;19;27;37;40;8
26/5/2021;2;8;21;34;62;16
29/5/2021;11;13;22;27;46;20
2/6/2021;6;7;11;66;67;19
5/6/2021;44;52;54;64;69;26
9/6/2021;19;28;46;50;54;9
12/6/2021;8;25;34;38;41;10
16/6/2021;19;29;34;44;50;25
19/6/2021;4;22;35;38;39;20
23/6/2021;13;20;40;51;63;1
26/6/2021;8;31;39;43;60;17
30/6/2021;24;29;50;65;66;14
3/7/2021;26;40;41;55;65;24
7/7/2021;8;21;30;49;57;8
10/7/2021;1;5;29;54;62;3
14/7/2021;33;46;52;59;62;10
17/7/2021;15;22;38;54;66;3
21/7/2021;27;28;44;67;68;11
24/7/2021;1;4;11;59;67;10
28/7/2021;25;30;53;59;60;5
31/7/2021;1;21;22;34;47;4
4/8/2021;5;21;32;36;58;14
7/8/2021;7;24;36;54;60;23
11/8/2021;12;18;20;29;30;16
14/8/2021;6;21;49;65;67;18
18/8/2021;35;36;51;55;61;26
21/8/2021;16;28;36;39;59;4
23/8/2021;17;36;47;60;61;15
25/8/2021;27;39;54;56;59;24
28/8/2021;12;22;26;46;59;26
30/8/2021;3;15;45;51;61;8
1/9/2021;10;20;29;48;51;17
4/9/2021;32;35;40;52;54;1
6/9/2021;11;20;22;33;54;24
8/9/2021;9;22;41;47;61;21
11/9/2021;20;31;38;40;49;21
13/9/2021;37;40;50;61;63;21
15/9/2021;1;4;18;46;62;25
18/9/2021;5;36;39;45;57;11
20/9/2021;37;51;54;58;60;19
22/9/2021;20;40;47;55;63;5
25/9/2021;22;23;37;62;63;19
27/9/2021;21;22;39;44;60;12
29/9/2021;2;7;11;17;32;11
2/10/2021;28;38;42;47;52;1
4/10/2021;12;22;54;66;69;15
6/10/2021;1;17;52;58;64;1
9/10/2021;12;17;30;45;62;5
11/10/2021;11;20;33;39;65;24
13/10/2021;23;29;47;59;60;15
16/10/2021;30;31;41;42;48;3
18/10/2021;30;32;48;53;63;12
20/10/2021;7;29;36;41;43;5
23/10/2021;10;30;51;57;63;20
25/10/2021;10;27;29;44;58;24
27/10/2021;3;6;26;35;51;17
30/10/2021;5;23;28;43;56;19
1/11/2021;9;25;34;44;45;8
3/11/2021;1;2;24;50;57;26
6/11/2021;8;30;48;57;64;9
8/11/2021;21;46;47;57;62;8
10/11/2021;19;25;43;46;48;14
13/11/2021;8;15;26;35;45;9
15/11/2021;5;31;34;51;53;23
17/11/2021;3;16;48;52;60;1
20/11/2021;40;43;48;59;69;19
22/11/2021;7;20;29;38;67;22
24/11/2021;10;16;32;63;65;17
27/11/2021;8;32;55;64;66;10
29/11/2021;18;26;28;38;47;17
1/12/2021;12;15;38;57;63;24
4/12/2021;10;40;45;56;67;2
6/12/2021;3;21;38;50;59;6
8/12/2021;3;7;33;50;69;24
11/12/2021;3;25;44;53;64;10
13/12/2021;10;30;37;53;59;4
15/12/2021;19;20;40;42;59;15
18/12/2021;2;6;24;51;61;1
20/12/2021;2;13;23;34;66;2
22/12/2021;7;16;19;48;68;15
25/12/2021;27;29;45;55;58;2
27/12/2021;36;38;45;62;64;19
29/12/2021;2;6;9;33;39;11
1/1/2022;6;12;39;48;50;7
3/1/2022;2;13;32;33;48;22
5/1/2022;6;14;25;33;46;17
8/1/2022;20;21;36;60;65;13
10/1/2022;14;17;18;21;27;9
12/1/2022;12;21;22;30;33;24
15/1/2022;3;18;37;51;59;13
17/1/2022;9;24;35;46;65;22
19/1/2022;11;15;43;55;61;10
22/1/2022;8;14;33;36;67;17
24/1/2022;11;29;30;47;53;16
26/1/2022;4;11;38;49;69;16
29/1/2022;2;15;38;54;65;11
31/1/2022;10;15;51;61;69;14
2/2/2022;18;29;33;62;63;15
5/2/2022;5;16;27;39;61;24
7/2/2022;5;15;38;47;65;10
9/2/2022;2;17;33;51;63;26
12/2/2022;8;10;21;41;62;7
14/2/2022;16;25;27;49;55;17
16/2/2022;22;30;40;42;48;16
19/2/2022;3;10;15;33;42;11
21/2/2022;2;36;37;45;69;3
23/2/2022;6;17;21;35;64;18
26/2/2022;15;32;36;48;64;19
28/2/2022;7;21;39;47;55;19
2/3/2022;19;37;48;61;63;12
5/3/2022;8;23;37;52;63;13
7/3/2022;10;43;55;59;67;2
9/3/2022;13;22;34;51;67;10
14/3/2022;21;28;32;44;49;6
16/3/2022;3;28;34;35;58;17
19/3/2022;8;9;18;48;52;6
21/3/2022;1;15;26;63;65;16
23/3/2022;31;32;37;38;48;24
26/3/2022;2;10;50;59;61;6
28/3/2022;11;18;39;58;62;3
30/3/2022;3;7;21;31;37;11
2/4/2022;6;28;47;58;59;18
4/4/2022;2;32;39;46;69;6
6/4/2022;6;42;45;47;64;18
11/4/2022;5;7;24;31;34;4
13/4/2022;14;16;41;63;68;26
16/4/2022;15;21;32;62;65;26
18/4/2022;8;33;55;59;62;18
20/4/2022;20;30;45;55;56;14
23/4/2022;10;39;47;49;56;8
25/4/2022;12;18;20;39;61;10
27/4/2022;11;36;61;62;68;4
30/4/2022;14;21;37;44;63;1
2/5/2022;18;27;33;39;44;8
4/5/2022;37;39;55;63;69;23
7/5/2022;4;5;6;28;67;10
9/5/2022;18;30;35;52;56;5
11/5/2022;5;7;61;63;69;18
14/5/2022;6;40;41;45;52;9
16/5/2022;7;15;22;36;64;13
18/5/2022;40;41;58;64;65;17
21/5/2022;14;15;25;52;58;11
23/5/2022;1;33;37;39;42;26
25/5/2022;19;28;39;42;57;17
28/5/2022;2;39;50;61;66;15
30/5/2022;27;28;51;68;69;22
1/6/2022;11;41;56;57;63;2
4/6/2022;14;16;36;52;60;16
6/6/2022;2;10;35;44;46;4
8/6/2022;22;39;43;62;64;7
11/6/2022;18;20;26;53;69;5
13/6/2022;2;27;42;44;51;25
15/6/2022;19;28;41;42;51;7
18/6/2022;10;19;40;45;58;25
20/6/2022;3;44;61;63;69;13
22/6/2022;6;10;31;48;56;12
25/6/2022;6;12;20;27;32;4
27/6/2022;11;13;18;30;37;16
29/6/2022;8;40;49;58;63;14
2/7/2022;9;10;37;59;62;26
4/7/2022;15;16;24;31;56;4
6/7/2022;32;36;49;62;69;13
9/7/2022;14;22;42;46;52;24
11/7/2022;4;26;34;37;52;9
13/7/2022;22;23;36;47;63;2
16/7/2022;3;18;23;32;57;21
18/7/2022;14;34;36;50;58;5
20/7/2022;10;20;23;49;65;22
23/7/2022;39;41;54;59;62;12
25/7/2022;25;37;38;39;65;5
27/7/2022;1;25;44;55;57;26
30/7/2022;4;17;57;58;68;12
1/8/2022;15;21;31;36;65;16
3/8/2022;9;21;56;57;66;11
6/8/2022;8;15;46;56;68;3
8/8/2022;32;45;51;57;58;12
10/8/2022;29;44;59;61;68;19
13/8/2022;19;24;35;43;62;2
15/8/2022;20;24;47;50;63;5
17/8/2022;23;28;41;50;55;24
20/8/2022;5;9;11;16;66;7
22/8/2022;12;27;34;55;67;9
24/8/2022;6;24;35;37;44;22
27/8/2022;2;18;56;60;65;14
29/8/2022;13;36;43;61;69;18
31/8/2022;7;8;19;24;28;1
3/9/2022;18;27;49;65;69;9
5/9/2022;4;7;32;55;64;25
7/9/2022;3;16;30;33;36;20
10/9/2022;38;42;56;68;69;4
12/9/2022;6;14;16;34;66;25
14/9/2022;9;10;20;22;52;25
17/9/2022;5;25;36;51;61;1
19/9/2022;7;15;36;46;67;7
21/9/2022;6;33;34;45;54;7
24/9/2022;3;9;21;24;29;14
26/9/2022;13;20;31;33;59;20
28/9/2022;6;10;24;33;67;11
1/10/2022;8;21;22;65;69;26
3/10/2022;2;16;22;55;63;22
5/10/2022;26;30;33;37;62;6
8/10/2022;13;43;53;60;68;5
10/10/2022;3;6;11;17;22;11
12/10/2022;14;30;41;42;59;6
15/10/2022;32;37;40;58;62;15
17/10/2022;19;30;36;46;60;25
19/10/2022;6;8;15;27;42;10
22/10/2022;19;25;48;55;60;18
24/10/2022;18;23;35;45;54;16
26/10/2022;19;36;37;46;56;24
29/10/2022;19;31;40;46;57;23
31/10/2022;13;19;36;39;59;13
2/11/2022;2;11;22;35;60;23
5/11/2022;28;45;53;56;69;20
9/11/2022;7;14;24;30;56;7
12/11/2022;16;20;44;57;58;6
14/11/2022;19;35;53;54;67;21
16/11/2022;28;34;51;53;56;11
19/11/2022;7;28;62;63;64;10
21/11/2022;1;6;40;51;67;2
23/11/2022;1;2;31;39;66;25
26/11/2022;15;30;47;50;51;3
28/11/2022;29;30;32;48;50;20
30/11/2022;4;19;24;47;66;10
3/12/2022;6;13;33;36;37;7
5/12/2022;35;45;47;54;55;14
7/12/2022;6;28;44;59;61;21
10/12/2022;9;23;47;49;68;19
12/12/2022;16;31;50;55;61;9
14/12/2022;36;51;59;66;68;25
17/12/2022;33;56;64;66;68;12
19/12/2022;7;37;55;65;67;12
21/12/2022;12;15;24;34;59;14
24/12/2022;17;37;46;54;67;8
26/12/2022;17;41;47;60;61;17
28/12/2022;26;32;38;45;56;1
31/12/2022;18;37;44;50;64;11
2/1/2023;7;9;12;31;62;22
4/1/2023;12;32;56;67;68;26
7/1/2023;35;36;44;45;67;14
9/1/2023;18;43;48;60;69;14
11/1/2023;4;8;46;47;48;5
14/1/2023;24;26;39;47;57;23
16/1/2023;4;14;33;39;61;3
18/1/2023;6;15;22;42;47;26
21/1/2023;5;14;19;46;64;22
23/1/2023;12;31;47;58;60;23
25/1/2023;9;17;20;38;40;18
28/1/2023;2;18;23;27;47;15
30/1/2023;1;4;12;36;49;5
1/2/2023;31;43;58;59;66;9
4/2/2023;2;8;15;19;58;10
6/2/2023;5;11;22;23;69;7
8/2/2023;52;58;59;64;66;9
11/2/2023;10;23;30;54;65;11
13/2/2023;17;26;37;61;65;2
15/2/2023;31;32;54;60;63;12
18/2/2023;8;21;31;32;37;23
20/2/2023;3;17;26;38;54;15
22/2/2023;11;19;39;44;65;7
25/2/2023;11;24;58;66;67;26
27/2/2023;16;28;49;51;55;23
1/3/2023;2;9;28;36;53;4
4/3/2023;10;16;18;40;66;16
6/3/2023;2;13;29;58;69;4
8/3/2023;26;27;43;61;69;4
11/3/2023;11;20;33;43;58;24
13/3/2023;3;10;24;46;63;4
15/3/2023;16;18;33;37;50;8
18/3/2023;14;20;30;54;69;11
20/3/2023;1;27;32;47;67;14
22/3/2023;27;28;37;50;57;5
25/3/2023;15;17;18;47;57;19
27/3/2023;19;26;36;43;58;14
29/3/2023;4;9;24;46;66;7
1/4/2023;11;19;21;29;52;17
3/4/2023;16;30;31;54;68;1
5/4/2023;3;5;9;42;52;11
8/4/2023;11;22;24;51;60;18
10/4/2023;9;10;36;46;52;14
12/4/2023;9;36;41;44;59;4
15/4/2023;1;33;34;56;59;18
17/4/2023;23;25;35;63;64;25
19/4/2023;4;11;21;38;64;11
22/4/2023;17;36;47;63;68;25
24/4/2023;19;21;55;66;68;3
26/4/2023;2;15;30;35;49;6
29/4/2023;16;53;54;57;65;8
1/5/2023;3;38;55;61;66;1
